SurfaceName,Type,BoundaryNm,BoundConf,BasisOfInt,OvrConf,OvrStrtUnt,OvrStrtCod,UndStrtUnt,UndStrtCod,WithinType,WithinStrt,WithinStNo,WithinConf,InterpRef,Comment,Operator,Colour,Marker,MarkerSize
Base-PV,BASE_Cenozoic_TOP_Proterozoic,Base- Cenozoic interface,M,IAEM,M,Cenozoic Regolith,76541,Unidfferentiated Proterozoic,0, , , , , , ,Neil Symington,black,circle,10
