fiducial,inversion_name,X,Y,DEPTH,ELEVATION,DEM,UNCERTAINTY,Type,BoundaryNm,BoundConf,BasisOfInt,OvrConf,OvrStrtUnt,OvrStrtCod,UndStrtUnt,UndStrtCod,WithinType,WithinStrt,WithinStNo,WithinConf,InterpRef,Comment,SURVEY_LINE,Operator,point_index,Colour,Marker,MarkerSize
5046.39990234375,galei,829954,7161403,146,336.0,481.8,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3046002,User,99,black,triangle-down-dot,10
5026.7998046875,galei,831203,7161359,134,336.0,469.6,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3046002,User,124,black,triangle-down-dot,10
5008.60009765625,galei,832352,7161323,130,336.0,465.9,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3046002,User,147,black,triangle-down-dot,10
4995.2001953125,galei,833201,7161278,125,336.0,461.4,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3046002,User,164,black,triangle-down-dot,10
4980.7998046875,galei,834100,7161244,129,330.0,459.3,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3046002,User,182,black,triangle-down-dot,10
4976.2001953125,galei,834400,7161233,81,378.0,459.1,,FaultVertical,Fault,L,IAEM,M,,,,,,,,,,,3046002,User,188,black,line-ns,10
5107.60009765625,galei,826057,7161545,38,444.0,482.3,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,21,darkgrey,triangle-up-dot,10
5082.60009765625,galei,827606,7161480,35,444.0,478.6,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,52,darkgrey,triangle-up-dot,10
5066.60009765625,galei,828655,7161450,42,438.0,480.3,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,73,darkgrey,triangle-up-dot,10
5046.39990234375,galei,829954,7161403,44,438.0,481.8,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,99,darkgrey,triangle-up-dot,10
5027.60009765625,galei,831153,7161361,32,438.0,469.8,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,123,darkgrey,triangle-up-dot,10
5008.60009765625,galei,832352,7161323,34,432.0,465.9,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,147,darkgrey,triangle-up-dot,10
4996.0,galei,833151,7161280,29,432.0,461.5,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,163,darkgrey,triangle-up-dot,10
4980.7998046875,galei,834100,7161244,33,426.0,459.3,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3046002,User,182,darkgrey,triangle-up-dot,10
5107.60009765625,galei,826057,7161545,14,468.0,482.3,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,21,black,triangle-down,10
5082.60009765625,galei,827606,7161480,17,462.0,478.6,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,52,black,triangle-down,10
5066.60009765625,galei,828655,7161450,18,462.0,480.3,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,73,black,triangle-down,10
5047.2001953125,galei,829904,7161405,12,468.0,480.4,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,98,black,triangle-down,10
5027.60009765625,galei,831153,7161361,14,456.0,469.8,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,123,black,triangle-down,10
5009.39990234375,galei,832302,7161324,10,456.0,465.9,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,146,black,triangle-down,10
4996.7998046875,galei,833101,7161283,6,456.0,462.1,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,162,black,triangle-down,10
4980.7998046875,galei,834100,7161244,9,450.0,459.3,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3046002,User,182,black,triangle-down,10
7257.7998046875,galei,820861,7313438,60,325.0,385.2,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,17,black,triangle-down,10
7277.2001953125,galei,822260,7313464,72,307.0,378.8,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,45,black,triangle-down,10
7313.7998046875,galei,824908,7313399,53,307.0,359.8,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,98,black,triangle-down,10
7330.39990234375,galei,826057,7313358,54,313.0,366.5,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,121,black,triangle-down,10
7343.7998046875,galei,826956,7313336,33,319.0,352.0,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,139,black,triangle-down,10
7358.60009765625,galei,827956,7313306,43,319.0,361.7,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,159,black,triangle-down,10
7373.2001953125,galei,828904,7313256,27,319.0,345.7,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,178,black,triangle-down,10
7392.2001953125,galei,830103,7313220,31,319.0,350.4,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,202,black,triangle-down,10
7406.2001953125,galei,831001,7313163,8,337.0,344.8,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,220,black,triangle-down,10
7428.7998046875,galei,832450,7313125,16,331.0,347.3,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,249,black,triangle-down,10
7441.0,galei,833250,7313113,28,325.0,353.4,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,265,black,triangle-down,10
7468.2001953125,galei,835047,7313043,23,325.0,347.7,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,301,black,triangle-down,10
7488.60009765625,galei,836396,7313098,17,337.0,354.3,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,328,black,triangle-down,10
7517.7998046875,galei,838291,7312977,24,337.0,361.4,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,366,black,triangle-down,10
7330.39990234375,galei,826057,7313358,120,247.0,366.5,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,121,darkgrey,triangle-up-dot,10
7343.7998046875,galei,826956,7313336,105,247.0,352.0,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,139,darkgrey,triangle-up-dot,10
7313.7998046875,galei,824908,7313399,119,241.0,359.8,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,98,darkgrey,triangle-up-dot,10
7257.7998046875,galei,820861,7313438,126,259.0,385.2,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,17,darkgrey,triangle-up-dot,10
7277.2001953125,galei,822260,7313464,138,241.0,378.8,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,45,darkgrey,triangle-up-dot,10
7358.60009765625,galei,827956,7313306,115,247.0,361.7,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,159,darkgrey,triangle-up-dot,10
7373.2001953125,galei,828904,7313256,93,253.0,345.7,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,178,darkgrey,triangle-up-dot,10
7392.2001953125,galei,830103,7313220,67,283.0,350.4,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,202,darkgrey,triangle-up-dot,10
7406.2001953125,galei,831001,7313163,56,289.0,344.8,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,220,darkgrey,triangle-up-dot,10
7428.7998046875,galei,832450,7313125,52,295.0,347.3,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,249,darkgrey,triangle-up-dot,10
7441.0,galei,833250,7313113,64,289.0,353.4,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,265,darkgrey,triangle-up-dot,10
7469.0,galei,835097,7313044,65,283.0,347.8,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,302,darkgrey,triangle-up-dot,10
7488.60009765625,galei,836396,7313098,65,289.0,354.3,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,328,darkgrey,triangle-up-dot,10
7518.60009765625,galei,838341,7312977,61,301.0,361.5,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,367,darkgrey,triangle-up-dot,10
7429.39990234375,galei,832500,7313124,186,163.0,349.3,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,250,black,triangle-down-dot,10
7440.2001953125,galei,833200,7313114,181,169.0,350.2,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,264,black,triangle-down-dot,10
7468.2001953125,galei,835047,7313043,179,169.0,347.7,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,301,black,triangle-down-dot,10
7488.60009765625,galei,836396,7313098,185,169.0,354.3,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,328,black,triangle-down-dot,10
7519.2001953125,galei,838391,7312976,193,169.0,361.5,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,368,black,triangle-down-dot,10
7335.60009765625,galei,826407,7313349,272,85.0,357.3,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,128,black,triangle-down-dot,10
7359.39990234375,galei,828006,7313303,237,121.0,357.6,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,160,black,triangle-down-dot,10
7393.0,galei,830153,7313218,222,127.0,349.0,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,203,black,triangle-down-dot,10
7410.2001953125,galei,831251,7313146,201,145.0,345.7,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,225,black,triangle-down-dot,10
7312.2001953125,galei,824808,7313404,279,85.0,363.6,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,96,black,triangle-down-dot,10
7251.39990234375,galei,820411,7313418,275,115.0,390.1,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,8,black,triangle-down-dot,10
7250.7998046875,galei,820361,7313415,72,319.0,390.8,,TOP_Cotchin,Top_Cotchin_clay,M,IAEM,M,,,,,,,,,,,3053001,User,7,black,triangle-down,10
7250.7998046875,galei,820361,7313415,144,247.0,390.8,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3053001,User,7,darkgrey,triangle-up-dot,10
7373.2001953125,galei,828904,7313256,231,115.0,345.7,,Top_Grimes,Top_Grimes_Siltstone,M,IAEM,M,,,,,,,,,,,3053001,User,178,black,triangle-down-dot,10
10149.599609375,galei,938101,7099640,88,412.6,500.7,,TOP_Riewoldt,Top_Riewoldt_Granite,M,IAEM,M,,,,,,,,,,,4043001,User,122,darkgrey,x,10
10156.400390625,galei,938501,7099640,275,226.6,502.0,,TOP_Riewoldt,Top_Riewoldt_Granite,M,IAEM,M,,,,,,,,,,,4043001,User,130,darkgrey,x,10
10166.0,galei,939050,7099628,331,172.6,503.6,,TOP_Riewoldt,Top_Riewoldt_Granite,M,IAEM,M,,,,,,,,,,,4043001,User,141,darkgrey,x,10
10174.0,galei,939500,7099613,302,202.6,504.9,,TOP_Riewoldt,Top_Riewoldt_Granite,M,IAEM,M,,,,,,,,,,,4043001,User,150,darkgrey,x,10
10181.7998046875,galei,939949,7099590,199,310.6,509.6,,TOP_Riewoldt,Top_Riewoldt_Granite,M,IAEM,M,,,,,,,,,,,4043001,User,159,darkgrey,x,10
10188.2001953125,galei,940299,7099571,117,400.6,517.6,,TOP_Riewoldt,Top_Riewoldt_Granite,M,IAEM,M,,,,,,,,,,,4043001,User,166,darkgrey,x,10
10159.0,galei,938651,7099639,120,382.6,502.4,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,4043001,User,133,darkgrey,triangle-up-dot,10
10166.0,galei,939050,7099628,109,394.6,503.6,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,4043001,User,141,darkgrey,triangle-up-dot,10
10178.2001953125,galei,939750,7099600,107,400.6,507.2,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,4043001,User,155,darkgrey,triangle-up-dot,10
3668.39990234375,galei,891895,7111752,78,414.8,492.4,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3044002,User,238,darkgrey,triangle-up-dot,10
3661.39990234375,galei,892345,7111742,85,414.8,500.1,,TOP_Prestia,Top_Prestia_Sandstone,M,IAEM,M,,,,,,,,,,,3044002,User,247,darkgrey,triangle-up-dot,10
